nombre,descripcion,precio_venta_actual,id_marca,id_categoria
Pantalón Basic v59,Indumentaria deportiva serie 629 para alto rendimiento.,44696.92,3,1
Remera Compression v31,Indumentaria deportiva serie 630 para alto rendimiento.,47877.9,3,3
Calza Elite v50,Indumentaria deportiva serie 631 para alto rendimiento.,53717.52,3,1
Top Ultra v37,Indumentaria deportiva serie 632 para alto rendimiento.,73044.76,2,2
Zapatillas Aeroswift v21,Indumentaria deportiva serie 633 para alto rendimiento.,145430.04,3,5
Campera Training v3,Indumentaria deportiva serie 634 para alto rendimiento.,67321.5,2,5
Calza Elite v28,Indumentaria deportiva serie 635 para alto rendimiento.,143665.77,2,4
Buzo Training v78,Indumentaria deportiva serie 636 para alto rendimiento.,45893.34,2,2
Remera Dry-Fit v94,Indumentaria deportiva serie 637 para alto rendimiento.,107847.06,2,1
Short Pro v50,Indumentaria deportiva serie 638 para alto rendimiento.,138816.67,2,5
Top Tech v67,Indumentaria deportiva serie 639 para alto rendimiento.,62185.63,1,2
Remera Basic v37,Indumentaria deportiva serie 640 para alto rendimiento.,75083.57,1,3
Pantalón Dry-Fit v95,Indumentaria deportiva serie 641 para alto rendimiento.,27748.88,1,5
Zapatillas Aeroswift v49,Indumentaria deportiva serie 642 para alto rendimiento.,34194.83,1,1
Buzo Compression v90,Indumentaria deportiva serie 643 para alto rendimiento.,88164.3,3,1
Calza Elite v97,Indumentaria deportiva serie 644 para alto rendimiento.,35126.33,2,2
Medias Training v16,Indumentaria deportiva serie 645 para alto rendimiento.,95438.65,2,2
Pantalón Training v49,Indumentaria deportiva serie 646 para alto rendimiento.,127641.08,3,1
Remera Basic v88,Indumentaria deportiva serie 647 para alto rendimiento.,101885.08,3,4
Remera Training v9,Indumentaria deportiva serie 648 para alto rendimiento.,109579.01,2,1
Top Compression v68,Indumentaria deportiva serie 649 para alto rendimiento.,100815.25,1,3
Pantalón Compression v30,Indumentaria deportiva serie 650 para alto rendimiento.,102226.65,2,1
Top Training v38,Indumentaria deportiva serie 651 para alto rendimiento.,113173.37,3,5
Remera Pro v7,Indumentaria deportiva serie 652 para alto rendimiento.,25113.03,1,5
Medias Elite v88,Indumentaria deportiva serie 653 para alto rendimiento.,107087.27,2,3
Top Aeroswift v21,Indumentaria deportiva serie 654 para alto rendimiento.,149904.8,3,2
Campera Aeroswift v11,Indumentaria deportiva serie 655 para alto rendimiento.,102704.01,2,5
Zapatillas Basic v42,Indumentaria deportiva serie 656 para alto rendimiento.,66846.24,3,5
Top Pro v12,Indumentaria deportiva serie 657 para alto rendimiento.,82553.22,2,5
Pantalón Basic v66,Indumentaria deportiva serie 658 para alto rendimiento.,59513.09,2,2
Pantalón Elite v47,Indumentaria deportiva serie 659 para alto rendimiento.,109001.38,1,4
Zapatillas Compression v36,Indumentaria deportiva serie 660 para alto rendimiento.,74115.94,1,2
Campera Pro v31,Indumentaria deportiva serie 661 para alto rendimiento.,101422.54,3,4
Short Dry-Fit v71,Indumentaria deportiva serie 662 para alto rendimiento.,118086.15,1,2
Campera Basic v56,Indumentaria deportiva serie 663 para alto rendimiento.,71754.93,2,4
Pantalón Elite v4,Indumentaria deportiva serie 664 para alto rendimiento.,128025.42,2,2
Calza Aeroswift v21,Indumentaria deportiva serie 665 para alto rendimiento.,35982.29,2,1
Zapatillas Basic v43,Indumentaria deportiva serie 666 para alto rendimiento.,101112.31,2,1
Pantalón Compression v11,Indumentaria deportiva serie 667 para alto rendimiento.,114580.56,1,4
Short Tech v23,Indumentaria deportiva serie 668 para alto rendimiento.,84928.6,2,5
Short Basic v81,Indumentaria deportiva serie 669 para alto rendimiento.,134928.32,3,1
Medias Elite v62,Indumentaria deportiva serie 670 para alto rendimiento.,117232.68,1,3
Remera Tech v63,Indumentaria deportiva serie 671 para alto rendimiento.,87604.98,3,4
Campera Dry-Fit v68,Indumentaria deportiva serie 672 para alto rendimiento.,32856.1,1,3
Buzo Dry-Fit v91,Indumentaria deportiva serie 673 para alto rendimiento.,89532.97,2,1
Pantalón Training v50,Indumentaria deportiva serie 674 para alto rendimiento.,118932.15,1,1
Medias Ultra v28,Indumentaria deportiva serie 675 para alto rendimiento.,132220.23,3,5
Top Compression v8,Indumentaria deportiva serie 676 para alto rendimiento.,22862.01,2,1
Top Tech v39,Indumentaria deportiva serie 677 para alto rendimiento.,41740.25,1,1
Campera Tech v63,Indumentaria deportiva serie 678 para alto rendimiento.,41770.18,3,4
Campera Tech v61,Indumentaria deportiva serie 679 para alto rendimiento.,25013.3,3,4
Campera Elite v86,Indumentaria deportiva serie 680 para alto rendimiento.,42307.46,2,1
Buzo Ultra v44,Indumentaria deportiva serie 681 para alto rendimiento.,83833.36,3,5
Pantalón Dry-Fit v97,Indumentaria deportiva serie 682 para alto rendimiento.,86838.87,1,1
Pantalón Pro v96,Indumentaria deportiva serie 683 para alto rendimiento.,115212.3,2,4
Buzo Elite v59,Indumentaria deportiva serie 684 para alto rendimiento.,119577.7,3,1
Zapatillas Basic v7,Indumentaria deportiva serie 685 para alto rendimiento.,44625.4,1,5
Pantalón Elite v2,Indumentaria deportiva serie 686 para alto rendimiento.,86369.46,1,1
Top Dry-Fit v17,Indumentaria deportiva serie 687 para alto rendimiento.,43556.69,2,2
Zapatillas Basic v78,Indumentaria deportiva serie 688 para alto rendimiento.,91847.11,3,1
Top Elite v52,Indumentaria deportiva serie 689 para alto rendimiento.,127534.55,3,5
Remera Aeroswift v78,Indumentaria deportiva serie 690 para alto rendimiento.,18235.88,2,2
Zapatillas Basic v71,Indumentaria deportiva serie 691 para alto rendimiento.,59274.96,2,3
Top Pro v68,Indumentaria deportiva serie 692 para alto rendimiento.,146505.89,3,1
Zapatillas Tech v36,Indumentaria deportiva serie 693 para alto rendimiento.,62701.67,3,4
Zapatillas Tech v50,Indumentaria deportiva serie 694 para alto rendimiento.,115329.36,1,2
Medias Tech v52,Indumentaria deportiva serie 695 para alto rendimiento.,34292.85,3,4
Zapatillas Aeroswift v5,Indumentaria deportiva serie 696 para alto rendimiento.,70922.9,1,3
Remera Ultra v66,Indumentaria deportiva serie 697 para alto rendimiento.,46699.74,2,4
Zapatillas Ultra v50,Indumentaria deportiva serie 698 para alto rendimiento.,64912.49,3,5
Zapatillas Ultra v74,Indumentaria deportiva serie 699 para alto rendimiento.,142499.11,2,4
Calza Ultra v49,Indumentaria deportiva serie 700 para alto rendimiento.,57898.61,1,4
Short Compression v55,Indumentaria deportiva serie 701 para alto rendimiento.,81388.26,2,5
Calza Training v57,Indumentaria deportiva serie 702 para alto rendimiento.,73391.95,1,3
Campera Tech v32,Indumentaria deportiva serie 703 para alto rendimiento.,55963.4,3,5
Remera Compression v35,Indumentaria deportiva serie 704 para alto rendimiento.,131469.33,2,4
Pantalón Tech v49,Indumentaria deportiva serie 705 para alto rendimiento.,68293.3,3,2
Short Training v48,Indumentaria deportiva serie 706 para alto rendimiento.,41682.96,2,5
Zapatillas Aeroswift v63,Indumentaria deportiva serie 707 para alto rendimiento.,121199.97,3,5
Short Compression v35,Indumentaria deportiva serie 708 para alto rendimiento.,104987.6,1,1
Buzo Ultra v69,Indumentaria deportiva serie 709 para alto rendimiento.,145503.71,3,1
Pantalón Basic v88,Indumentaria deportiva serie 710 para alto rendimiento.,74466.52,2,4
Calza Pro v33,Indumentaria deportiva serie 711 para alto rendimiento.,141747.22,2,3
Zapatillas Elite v65,Indumentaria deportiva serie 712 para alto rendimiento.,108215.53,2,3
Pantalón Training v79,Indumentaria deportiva serie 713 para alto rendimiento.,27877.73,2,1
Zapatillas Dry-Fit v73,Indumentaria deportiva serie 714 para alto rendimiento.,46832.12,3,4
Calza Compression v58,Indumentaria deportiva serie 715 para alto rendimiento.,136685.45,1,2
Medias Dry-Fit v42,Indumentaria deportiva serie 716 para alto rendimiento.,57891.96,2,3
Calza Aeroswift v22,Indumentaria deportiva serie 717 para alto rendimiento.,81172.98,1,3
Buzo Elite v21,Indumentaria deportiva serie 718 para alto rendimiento.,43547.84,1,1
Zapatillas Elite v35,Indumentaria deportiva serie 719 para alto rendimiento.,87658.33,1,1
Top Compression v30,Indumentaria deportiva serie 720 para alto rendimiento.,110867.72,3,4
Short Pro v62,Indumentaria deportiva serie 721 para alto rendimiento.,140039.08,1,1
Short Dry-Fit v74,Indumentaria deportiva serie 722 para alto rendimiento.,89455.11,3,2
Campera Basic v75,Indumentaria deportiva serie 723 para alto rendimiento.,70039.1,3,1
Remera Ultra v92,Indumentaria deportiva serie 724 para alto rendimiento.,132010.6,2,1
Buzo Compression v77,Indumentaria deportiva serie 725 para alto rendimiento.,56180.3,2,5
Short Ultra v73,Indumentaria deportiva serie 726 para alto rendimiento.,56735.47,3,3
Top Ultra v18,Indumentaria deportiva serie 727 para alto rendimiento.,71217.84,3,5
Calza Training v3,Indumentaria deportiva serie 728 para alto rendimiento.,83187.12,3,4
Pantalón Ultra v29,Indumentaria deportiva serie 729 para alto rendimiento.,63509.07,1,2
Top Dry-Fit v38,Indumentaria deportiva serie 730 para alto rendimiento.,56178.13,1,1
Buzo Tech v61,Indumentaria deportiva serie 731 para alto rendimiento.,119397.96,2,3
Campera Tech v21,Indumentaria deportiva serie 732 para alto rendimiento.,100438.36,1,1
Medias Tech v82,Indumentaria deportiva serie 733 para alto rendimiento.,106540.24,2,4
Calza Elite v99,Indumentaria deportiva serie 734 para alto rendimiento.,70174.62,1,5
Calza Aeroswift v98,Indumentaria deportiva serie 735 para alto rendimiento.,117544.89,1,1
Buzo Tech v30,Indumentaria deportiva serie 736 para alto rendimiento.,105575.64,1,1
Campera Dry-Fit v86,Indumentaria deportiva serie 737 para alto rendimiento.,64877.61,1,3
Top Elite v72,Indumentaria deportiva serie 738 para alto rendimiento.,129297.8,1,3
Campera Compression v32,Indumentaria deportiva serie 739 para alto rendimiento.,42549.73,2,5
Remera Training v21,Indumentaria deportiva serie 740 para alto rendimiento.,90187.35,3,2
Buzo Pro v43,Indumentaria deportiva serie 741 para alto rendimiento.,47616.53,3,1
Calza Dry-Fit v6,Indumentaria deportiva serie 742 para alto rendimiento.,95239.25,1,4
Campera Dry-Fit v36,Indumentaria deportiva serie 743 para alto rendimiento.,121366.18,2,2
Short Elite v51,Indumentaria deportiva serie 744 para alto rendimiento.,104148.14,3,3
Medias Compression v92,Indumentaria deportiva serie 745 para alto rendimiento.,45975.36,2,3
Zapatillas Pro v32,Indumentaria deportiva serie 746 para alto rendimiento.,76378.39,1,1
Campera Dry-Fit v62,Indumentaria deportiva serie 747 para alto rendimiento.,72971.54,2,5
Remera Tech v42,Indumentaria deportiva serie 748 para alto rendimiento.,142756.25,3,5
Top Compression v92,Indumentaria deportiva serie 749 para alto rendimiento.,64088.2,1,3
Medias Elite v29,Indumentaria deportiva serie 750 para alto rendimiento.,121171.73,3,2
Campera Training v5,Indumentaria deportiva serie 751 para alto rendimiento.,143256.99,2,5
Remera Pro v79,Indumentaria deportiva serie 752 para alto rendimiento.,62003.32,2,5
Top Ultra v76,Indumentaria deportiva serie 753 para alto rendimiento.,65980.07,2,3
Top Compression v24,Indumentaria deportiva serie 754 para alto rendimiento.,58939.56,3,1
Medias Aeroswift v47,Indumentaria deportiva serie 755 para alto rendimiento.,47846.99,3,3
Top Tech v72,Indumentaria deportiva serie 756 para alto rendimiento.,25091.8,3,1
Zapatillas Tech v38,Indumentaria deportiva serie 757 para alto rendimiento.,44912.01,3,1
Pantalón Pro v77,Indumentaria deportiva serie 758 para alto rendimiento.,110539.58,1,5
Zapatillas Pro v53,Indumentaria deportiva serie 759 para alto rendimiento.,145734.06,1,1
Pantalón Training v57,Indumentaria deportiva serie 760 para alto rendimiento.,105152.5,1,3
Campera Compression v67,Indumentaria deportiva serie 761 para alto rendimiento.,42136.76,3,3
Short Elite v97,Indumentaria deportiva serie 762 para alto rendimiento.,98065.46,1,5
Calza Elite v75,Indumentaria deportiva serie 763 para alto rendimiento.,103685.37,1,5
Remera Tech v29,Indumentaria deportiva serie 764 para alto rendimiento.,101312.44,3,5
Medias Dry-Fit v37,Indumentaria deportiva serie 765 para alto rendimiento.,96105.59,3,1
Short Compression v77,Indumentaria deportiva serie 766 para alto rendimiento.,121003.32,3,3
Calza Pro v51,Indumentaria deportiva serie 767 para alto rendimiento.,16607.52,2,4
Short Training v89,Indumentaria deportiva serie 768 para alto rendimiento.,34681.23,2,3
Remera Dry-Fit v46,Indumentaria deportiva serie 769 para alto rendimiento.,78999.93,1,2
Campera Elite v35,Indumentaria deportiva serie 770 para alto rendimiento.,147414.73,2,5
Pantalón Ultra v94,Indumentaria deportiva serie 771 para alto rendimiento.,31749.78,1,5
Calza Training v20,Indumentaria deportiva serie 772 para alto rendimiento.,61160.46,3,4
Calza Elite v62,Indumentaria deportiva serie 773 para alto rendimiento.,41843.85,1,5
Buzo Aeroswift v85,Indumentaria deportiva serie 774 para alto rendimiento.,67065.63,2,2
Calza Ultra v13,Indumentaria deportiva serie 775 para alto rendimiento.,56407.26,1,1
Remera Tech v7,Indumentaria deportiva serie 776 para alto rendimiento.,145692.26,1,4
Medias Pro v76,Indumentaria deportiva serie 777 para alto rendimiento.,90530.32,3,3
Short Aeroswift v27,Indumentaria deportiva serie 778 para alto rendimiento.,98366.99,2,3
Remera Training v6,Indumentaria deportiva serie 779 para alto rendimiento.,86073.42,1,2
Remera Compression v24,Indumentaria deportiva serie 780 para alto rendimiento.,53764.33,3,4
Campera Compression v45,Indumentaria deportiva serie 781 para alto rendimiento.,45423.09,1,1
Remera Dry-Fit v53,Indumentaria deportiva serie 782 para alto rendimiento.,23362.77,2,1
Short Ultra v85,Indumentaria deportiva serie 783 para alto rendimiento.,137539.43,3,3
Campera Elite v6,Indumentaria deportiva serie 784 para alto rendimiento.,32970.19,2,3
Calza Ultra v3,Indumentaria deportiva serie 785 para alto rendimiento.,119872.02,1,1
Top Tech v93,Indumentaria deportiva serie 786 para alto rendimiento.,76785.64,1,5
Campera Training v17,Indumentaria deportiva serie 787 para alto rendimiento.,113592.61,2,5
Short Tech v72,Indumentaria deportiva serie 788 para alto rendimiento.,29884.37,1,5
Top Aeroswift v63,Indumentaria deportiva serie 789 para alto rendimiento.,55255.55,3,3
Calza Elite v61,Indumentaria deportiva serie 790 para alto rendimiento.,83848.8,1,2
Short Elite v11,Indumentaria deportiva serie 791 para alto rendimiento.,67529.87,3,3
Pantalón Training v84,Indumentaria deportiva serie 792 para alto rendimiento.,116416.38,3,2
Calza Training v8,Indumentaria deportiva serie 793 para alto rendimiento.,139205.71,1,4
Buzo Dry-Fit v43,Indumentaria deportiva serie 794 para alto rendimiento.,61601.76,1,1
Pantalón Aeroswift v55,Indumentaria deportiva serie 795 para alto rendimiento.,66537.61,1,3
Short Pro v13,Indumentaria deportiva serie 796 para alto rendimiento.,75535.18,2,4
Remera Pro v96,Indumentaria deportiva serie 797 para alto rendimiento.,94145.38,3,3
Pantalón Compression v42,Indumentaria deportiva serie 798 para alto rendimiento.,77908.54,2,1
Calza Training v67,Indumentaria deportiva serie 799 para alto rendimiento.,78457.9,3,1
Zapatillas Pro v20,Indumentaria deportiva serie 800 para alto rendimiento.,89133.09,2,2
Calza Pro v5,Indumentaria deportiva serie 801 para alto rendimiento.,82131.22,3,1
Pantalón Aeroswift v27,Indumentaria deportiva serie 802 para alto rendimiento.,29557.9,1,4
Short Compression v44,Indumentaria deportiva serie 803 para alto rendimiento.,68949.54,3,5
Top Compression v38,Indumentaria deportiva serie 804 para alto rendimiento.,121141.78,2,1
Top Compression v49,Indumentaria deportiva serie 805 para alto rendimiento.,35568.99,2,3
Top Ultra v25,Indumentaria deportiva serie 806 para alto rendimiento.,136198.29,1,5
Calza Compression v59,Indumentaria deportiva serie 807 para alto rendimiento.,101281.08,3,1
Campera Tech v2,Indumentaria deportiva serie 808 para alto rendimiento.,117977.66,3,5
Medias Compression v99,Indumentaria deportiva serie 809 para alto rendimiento.,125310.67,2,1
Buzo Basic v76,Indumentaria deportiva serie 810 para alto rendimiento.,115022.23,3,5
Buzo Elite v80,Indumentaria deportiva serie 811 para alto rendimiento.,62681.02,2,2
Remera Tech v10,Indumentaria deportiva serie 812 para alto rendimiento.,70039.78,2,3
Campera Pro v93,Indumentaria deportiva serie 813 para alto rendimiento.,134018.99,3,3
Medias Elite v73,Indumentaria deportiva serie 814 para alto rendimiento.,60252.34,3,1
Pantalón Ultra v62,Indumentaria deportiva serie 815 para alto rendimiento.,72985.9,2,4
Campera Training v25,Indumentaria deportiva serie 816 para alto rendimiento.,66381.99,3,1
Buzo Elite v38,Indumentaria deportiva serie 817 para alto rendimiento.,97193.64,1,4
Remera Elite v88,Indumentaria deportiva serie 818 para alto rendimiento.,50769.11,3,3
Campera Ultra v82,Indumentaria deportiva serie 819 para alto rendimiento.,116695.39,3,1
Pantalón Ultra v80,Indumentaria deportiva serie 820 para alto rendimiento.,137398.83,3,5
Top Elite v20,Indumentaria deportiva serie 821 para alto rendimiento.,93501.25,3,3
Zapatillas Tech v84,Indumentaria deportiva serie 822 para alto rendimiento.,21386.35,3,5
Calza Tech v91,Indumentaria deportiva serie 823 para alto rendimiento.,39779.24,3,4
Pantalón Compression v46,Indumentaria deportiva serie 824 para alto rendimiento.,122337.8,2,5
Calza Elite v49,Indumentaria deportiva serie 825 para alto rendimiento.,149824.43,3,3
Top Basic v48,Indumentaria deportiva serie 826 para alto rendimiento.,103281.73,3,3
Calza Tech v36,Indumentaria deportiva serie 827 para alto rendimiento.,96607.34,1,3
Remera Compression v94,Indumentaria deportiva serie 828 para alto rendimiento.,38540.99,2,2
Zapatillas Training v11,Indumentaria deportiva serie 829 para alto rendimiento.,83511.42,2,4
Zapatillas Ultra v38,Indumentaria deportiva serie 830 para alto rendimiento.,63309.81,3,5
Remera Basic v71,Indumentaria deportiva serie 831 para alto rendimiento.,133298.54,2,4
Top Aeroswift v57,Indumentaria deportiva serie 832 para alto rendimiento.,92127.32,3,2
Top Elite v66,Indumentaria deportiva serie 833 para alto rendimiento.,32952.57,1,2
Top Elite v90,Indumentaria deportiva serie 834 para alto rendimiento.,108102.15,1,4
Medias Ultra v9,Indumentaria deportiva serie 835 para alto rendimiento.,110770.47,3,2
Remera Compression v13,Indumentaria deportiva serie 836 para alto rendimiento.,133061.94,1,1
Short Dry-Fit v27,Indumentaria deportiva serie 837 para alto rendimiento.,141088.78,1,2
Top Training v52,Indumentaria deportiva serie 838 para alto rendimiento.,71891.55,1,1
Buzo Tech v43,Indumentaria deportiva serie 839 para alto rendimiento.,122788.66,2,2
Medias Aeroswift v21,Indumentaria deportiva serie 840 para alto rendimiento.,38091.27,2,5
Top Ultra v16,Indumentaria deportiva serie 841 para alto rendimiento.,111667.48,2,5
Remera Tech v64,Indumentaria deportiva serie 842 para alto rendimiento.,76120.37,3,5
Zapatillas Tech v97,Indumentaria deportiva serie 843 para alto rendimiento.,85356.92,1,4
Campera Basic v65,Indumentaria deportiva serie 844 para alto rendimiento.,77340.63,2,3
Pantalón Training v46,Indumentaria deportiva serie 845 para alto rendimiento.,23142.48,3,4
Top Basic v35,Indumentaria deportiva serie 846 para alto rendimiento.,65001.11,1,3
Pantalón Compression v13,Indumentaria deportiva serie 847 para alto rendimiento.,107031.84,1,3
Buzo Elite v4,Indumentaria deportiva serie 848 para alto rendimiento.,108719.52,3,1
Remera Aeroswift v57,Indumentaria deportiva serie 849 para alto rendimiento.,95868.69,2,5
Calza Ultra v37,Indumentaria deportiva serie 850 para alto rendimiento.,97570.86,2,5
Pantalón Elite v21,Indumentaria deportiva serie 851 para alto rendimiento.,15223.15,1,5
Buzo Compression v49,Indumentaria deportiva serie 852 para alto rendimiento.,116343.9,1,1
Zapatillas Pro v76,Indumentaria deportiva serie 853 para alto rendimiento.,115553.91,3,5
Top Training v27,Indumentaria deportiva serie 854 para alto rendimiento.,33087.47,1,5
Pantalón Compression v35,Indumentaria deportiva serie 855 para alto rendimiento.,60363.91,3,4
Top Ultra v57,Indumentaria deportiva serie 856 para alto rendimiento.,75371.13,1,2
Short Compression v19,Indumentaria deportiva serie 857 para alto rendimiento.,64468.36,1,4
Campera Training v54,Indumentaria deportiva serie 858 para alto rendimiento.,55558.83,2,1
Medias Aeroswift v6,Indumentaria deportiva serie 859 para alto rendimiento.,101448.46,1,4
Buzo Training v26,Indumentaria deportiva serie 860 para alto rendimiento.,117559.34,1,1
Short Basic v36,Indumentaria deportiva serie 861 para alto rendimiento.,140641.8,1,1
Medias Basic v50,Indumentaria deportiva serie 862 para alto rendimiento.,60801.01,2,5
Remera Basic v78,Indumentaria deportiva serie 863 para alto rendimiento.,87918.53,2,4
Buzo Compression v11,Indumentaria deportiva serie 864 para alto rendimiento.,28364.6,2,5
Zapatillas Pro v1,Indumentaria deportiva serie 865 para alto rendimiento.,69253.26,2,3
Medias Ultra v22,Indumentaria deportiva serie 866 para alto rendimiento.,88224.73,1,2
Pantalón Aeroswift v40,Indumentaria deportiva serie 867 para alto rendimiento.,31935.87,2,1
Short Dry-Fit v77,Indumentaria deportiva serie 868 para alto rendimiento.,114897.02,2,1
Medias Ultra v10,Indumentaria deportiva serie 869 para alto rendimiento.,17110.26,1,3
Medias Elite v96,Indumentaria deportiva serie 870 para alto rendimiento.,56410.78,3,3
Calza Basic v25,Indumentaria deportiva serie 871 para alto rendimiento.,137322.97,2,3
Top Compression v43,Indumentaria deportiva serie 872 para alto rendimiento.,91064.79,2,5
Remera Ultra v28,Indumentaria deportiva serie 873 para alto rendimiento.,144118.57,2,1
Short Tech v61,Indumentaria deportiva serie 874 para alto rendimiento.,24105.05,1,3
Zapatillas Aeroswift v18,Indumentaria deportiva serie 875 para alto rendimiento.,27426.71,3,2
Remera Elite v94,Indumentaria deportiva serie 876 para alto rendimiento.,137795.86,3,5
Zapatillas Dry-Fit v79,Indumentaria deportiva serie 877 para alto rendimiento.,49415.41,1,1
Remera Basic v20,Indumentaria deportiva serie 878 para alto rendimiento.,124605.58,2,4
Top Compression v3,Indumentaria deportiva serie 879 para alto rendimiento.,89945.65,2,2
Zapatillas Tech v16,Indumentaria deportiva serie 880 para alto rendimiento.,92255.34,1,2
Buzo Ultra v77,Indumentaria deportiva serie 881 para alto rendimiento.,120506.01,2,1
Campera Compression v93,Indumentaria deportiva serie 882 para alto rendimiento.,58177.7,2,5
Pantalón Elite v85,Indumentaria deportiva serie 883 para alto rendimiento.,45509.95,1,1
Pantalón Basic v66,Indumentaria deportiva serie 884 para alto rendimiento.,79004.59,3,1
Campera Basic v8,Indumentaria deportiva serie 885 para alto rendimiento.,53974.95,3,2
Buzo Ultra v84,Indumentaria deportiva serie 886 para alto rendimiento.,141277.01,3,4
Top Compression v20,Indumentaria deportiva serie 887 para alto rendimiento.,122445.8,2,3
Calza Aeroswift v70,Indumentaria deportiva serie 888 para alto rendimiento.,136425.73,1,3
Medias Dry-Fit v90,Indumentaria deportiva serie 889 para alto rendimiento.,146658.08,3,2
Buzo Elite v56,Indumentaria deportiva serie 890 para alto rendimiento.,79616.94,1,4
Top Aeroswift v90,Indumentaria deportiva serie 891 para alto rendimiento.,98255.36,2,5
Zapatillas Aeroswift v87,Indumentaria deportiva serie 892 para alto rendimiento.,67814.24,2,4
Medias Basic v15,Indumentaria deportiva serie 893 para alto rendimiento.,29281.75,2,4
Short Training v13,Indumentaria deportiva serie 894 para alto rendimiento.,92260.0,2,3
Medias Pro v59,Indumentaria deportiva serie 895 para alto rendimiento.,47284.62,2,4
Medias Compression v87,Indumentaria deportiva serie 896 para alto rendimiento.,98297.22,3,4
Remera Basic v60,Indumentaria deportiva serie 897 para alto rendimiento.,61818.42,3,3
Remera Compression v26,Indumentaria deportiva serie 898 para alto rendimiento.,111604.08,3,3
Calza Training v23,Indumentaria deportiva serie 899 para alto rendimiento.,45102.44,2,4
Zapatillas Ultra v85,Indumentaria deportiva serie 900 para alto rendimiento.,141590.71,3,4
Medias Aeroswift v10,Indumentaria deportiva serie 901 para alto rendimiento.,145017.31,2,2
Campera Aeroswift v26,Indumentaria deportiva serie 902 para alto rendimiento.,118852.66,2,3
Short Ultra v77,Indumentaria deportiva serie 903 para alto rendimiento.,86158.39,2,5
Pantalón Ultra v51,Indumentaria deportiva serie 904 para alto rendimiento.,35275.36,1,5
Short Tech v66,Indumentaria deportiva serie 905 para alto rendimiento.,116197.72,3,5
Medias Pro v26,Indumentaria deportiva serie 906 para alto rendimiento.,149580.1,3,1
Pantalón Aeroswift v90,Indumentaria deportiva serie 907 para alto rendimiento.,22300.15,2,3
Campera Aeroswift v2,Indumentaria deportiva serie 908 para alto rendimiento.,137559.56,3,1
Medias Tech v16,Indumentaria deportiva serie 909 para alto rendimiento.,116523.84,3,2
Calza Dry-Fit v21,Indumentaria deportiva serie 910 para alto rendimiento.,41807.19,3,2
Zapatillas Dry-Fit v45,Indumentaria deportiva serie 911 para alto rendimiento.,19534.11,1,4
Remera Dry-Fit v94,Indumentaria deportiva serie 912 para alto rendimiento.,44899.77,2,4
Pantalón Pro v31,Indumentaria deportiva serie 913 para alto rendimiento.,83681.35,3,1
Medias Pro v86,Indumentaria deportiva serie 914 para alto rendimiento.,16844.21,1,5
Remera Tech v29,Indumentaria deportiva serie 915 para alto rendimiento.,122432.48,1,4
Campera Pro v61,Indumentaria deportiva serie 916 para alto rendimiento.,89701.42,2,3
Top Pro v70,Indumentaria deportiva serie 917 para alto rendimiento.,47347.22,2,3
Zapatillas Dry-Fit v22,Indumentaria deportiva serie 918 para alto rendimiento.,46684.62,3,1
Short Elite v40,Indumentaria deportiva serie 919 para alto rendimiento.,142913.27,1,2
Short Dry-Fit v22,Indumentaria deportiva serie 920 para alto rendimiento.,83539.22,3,3
Remera Aeroswift v58,Indumentaria deportiva serie 921 para alto rendimiento.,27001.0,3,4
Pantalón Compression v32,Indumentaria deportiva serie 922 para alto rendimiento.,147183.57,3,1
Top Aeroswift v27,Indumentaria deportiva serie 923 para alto rendimiento.,55423.32,3,5
Short Training v39,Indumentaria deportiva serie 924 para alto rendimiento.,137304.03,3,1
Top Ultra v35,Indumentaria deportiva serie 925 para alto rendimiento.,80478.11,2,3
Pantalón Pro v82,Indumentaria deportiva serie 926 para alto rendimiento.,149016.09,1,4
Remera Pro v41,Indumentaria deportiva serie 927 para alto rendimiento.,24490.54,3,5
Short Tech v61,Indumentaria deportiva serie 928 para alto rendimiento.,83639.93,2,4
Zapatillas Compression v19,Indumentaria deportiva serie 929 para alto rendimiento.,80501.05,2,4
Remera Ultra v16,Indumentaria deportiva serie 930 para alto rendimiento.,21213.6,1,3
Zapatillas Tech v33,Indumentaria deportiva serie 931 para alto rendimiento.,77987.44,2,4
Top Basic v67,Indumentaria deportiva serie 932 para alto rendimiento.,130349.77,2,4
Pantalón Elite v18,Indumentaria deportiva serie 933 para alto rendimiento.,129299.67,3,5
Pantalón Compression v28,Indumentaria deportiva serie 934 para alto rendimiento.,147345.69,2,3
Buzo Ultra v4,Indumentaria deportiva serie 935 para alto rendimiento.,84225.54,2,5
Calza Aeroswift v72,Indumentaria deportiva serie 936 para alto rendimiento.,99186.1,3,1
Short Basic v68,Indumentaria deportiva serie 937 para alto rendimiento.,60000.34,1,2
Campera Ultra v8,Indumentaria deportiva serie 938 para alto rendimiento.,60511.47,3,2
Calza Dry-Fit v93,Indumentaria deportiva serie 939 para alto rendimiento.,113181.44,1,3
Medias Elite v29,Indumentaria deportiva serie 940 para alto rendimiento.,141001.9,1,2
Top Ultra v36,Indumentaria deportiva serie 941 para alto rendimiento.,18776.76,2,2
Buzo Elite v94,Indumentaria deportiva serie 942 para alto rendimiento.,56580.93,1,2
Calza Pro v73,Indumentaria deportiva serie 943 para alto rendimiento.,149681.92,3,2
Calza Tech v36,Indumentaria deportiva serie 944 para alto rendimiento.,144308.87,1,4
